Name = "inst_P25_T8_M8_K12_C95_S5_V0";
N = 25;
T = 8;
M = 8;
K = 12;

h = [[1 1 1 1 1 1 1 1],[1 1 1 1 1 1 1 1],[2 2 2 2 2 2 2 2],[3 3 3 3 3 3 3 3],[3 3 3 3 3 3 3 3],[3 3 3 3 3 3 3 3],[3 3 3 3 3 3 3 3],[2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2],[1 1 1 1 1 1 1 1],[2 2 2 2 2 2 2 2],[3 3 3 3 3 3 3 3],[1 1 1 1 1 1 1 1],[3 3 3 3 3 3 3 3],[3 3 3 3 3 3 3 3],[2 2 2 2 2 2 2 2],[3 3 3 3 3 3 3 3],[2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2],[3 3 3 3 3 3 3 3],[2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2],[3 3 3 3 3 3 3 3],[1 1 1 1 1 1 1 1],[1 1 1 1 1 1 1 1]];

b = [[10 10 10 10 10 10 10 10],[10 10 10 10 10 10 10 10],[20 20 20 20 20 20 20 20],[30 30 30 30 30 30 30 30],[30 30 30 30 30 30 30 30],[30 30 30 30 30 30 30 30],[30 30 30 30 30 30 30 30],[20 20 20 20 20 20 20 20],[20 20 20 20 20 20 20 20],[10 10 10 10 10 10 10 10],[20 20 20 20 20 20 20 20],[30 30 30 30 30 30 30 30],[10 10 10 10 10 10 10 10],[30 30 30 30 30 30 30 30],[30 30 30 30 30 30 30 30],[20 20 20 20 20 20 20 20],[30 30 30 30 30 30 30 30],[20 20 20 20 20 20 20 20],[20 20 20 20 20 20 20 20],[30 30 30 30 30 30 30 30],[20 20 20 20 20 20 20 20],[20 20 20 20 20 20 20 20],[30 30 30 30 30 30 30 30],[10 10 10 10 10 10 10 10],[10 10 10 10 10 10 10 10]];

sigma = [[[100000.0 426.0 258.0 487.0 356.0 262.0 302.0 491.0 364.0 345.0 421.0 371.0],[389.0 100000.0 362.0 381.0 328.0 312.0 278.0 351.0 430.0 496.0 320.0 333.0],[373.0 351.0 100000.0 294.0 441.0 296.0 428.0 287.0 321.0 385.0 372.0 421.0],[444.0 354.0 323.0 100000.0 405.0 354.0 455.0 464.0 374.0 293.0 389.0 336.0],[278.0 497.0 436.0 435.0 100000.0 385.0 451.0 369.0 261.0 310.0 460.0 335.0],[359.0 337.0 459.0 418.0 411.0 100000.0 327.0 492.0 411.0 442.0 474.0 413.0],[360.0 289.0 470.0 349.0 303.0 435.0 100000.0 438.0 404.0 269.0 264.0 342.0],[341.0 452.0 444.0 361.0 421.0 497.0 296.0 100000.0 496.0 438.0 350.0 344.0],[294.0 473.0 488.0 402.0 470.0 440.0 347.0 287.0 100000.0 335.0 465.0 338.0],[286.0 313.0 370.0 405.0 386.0 402.0 437.0 314.0 410.0 100000.0 263.0 480.0],[400.0 381.0 405.0 277.0 444.0 419.0 465.0 260.0 420.0 440.0 100000.0 446.0],[290.0 418.0 275.0 490.0 328.0 469.0 323.0 350.0 374.0 314.0 314.0 100000.0]]
[[100000.0 486.0 288.0 452.0 422.0 268.0 370.0 386.0 300.0 449.0 368.0 264.0],[475.0 100000.0 440.0 342.0 328.0 473.0 347.0 283.0 468.0 366.0 355.0 300.0],[303.0 463.0 100000.0 406.0 326.0 498.0 399.0 407.0 456.0 394.0 262.0 463.0],[335.0 483.0 496.0 100000.0 294.0 490.0 386.0 404.0 318.0 337.0 407.0 496.0],[360.0 340.0 445.0 405.0 100000.0 431.0 447.0 446.0 360.0 370.0 304.0 382.0],[333.0 350.0 269.0 256.0 493.0 100000.0 443.0 400.0 296.0 339.0 383.0 288.0],[376.0 332.0 301.0 499.0 385.0 468.0 100000.0 360.0 438.0 340.0 320.0 424.0],[338.0 435.0 419.0 408.0 407.0 284.0 355.0 100000.0 288.0 494.0 317.0 330.0],[286.0 340.0 312.0 415.0 400.0 347.0 270.0 468.0 100000.0 333.0 329.0 450.0],[296.0 378.0 402.0 284.0 305.0 318.0 497.0 299.0 464.0 100000.0 389.0 376.0],[422.0 333.0 370.0 329.0 276.0 493.0 448.0 477.0 351.0 314.0 100000.0 270.0],[444.0 446.0 403.0 312.0 402.0 397.0 326.0 258.0 354.0 442.0 490.0 100000.0]]
[[100000.0 402.0 407.0 329.0 345.0 337.0 487.0 274.0 450.0 443.0 393.0 304.0],[330.0 100000.0 334.0 279.0 290.0 474.0 374.0 316.0 414.0 491.0 300.0 346.0],[437.0 468.0 100000.0 268.0 320.0 463.0 445.0 375.0 454.0 270.0 344.0 427.0],[311.0 434.0 357.0 100000.0 361.0 331.0 354.0 446.0 426.0 326.0 386.0 274.0],[266.0 392.0 423.0 269.0 100000.0 496.0 469.0 336.0 500.0 281.0 309.0 436.0],[390.0 403.0 440.0 393.0 324.0 100000.0 490.0 357.0 390.0 375.0 386.0 419.0],[339.0 488.0 313.0 394.0 489.0 332.0 100000.0 487.0 266.0 417.0 359.0 434.0],[305.0 391.0 443.0 270.0 440.0 346.0 414.0 100000.0 460.0 388.0 408.0 417.0],[390.0 462.0 418.0 476.0 313.0 294.0 482.0 398.0 100000.0 461.0 459.0 373.0],[389.0 291.0 477.0 428.0 344.0 443.0 313.0 482.0 424.0 100000.0 500.0 360.0],[422.0 477.0 482.0 339.0 375.0 457.0 292.0 440.0 497.0 331.0 100000.0 257.0],[493.0 485.0 311.0 262.0 346.0 329.0 377.0 466.0 434.0 321.0 398.0 100000.0]]
[[100000.0 404.0 300.0 426.0 372.0 382.0 433.0 302.0 435.0 279.0 286.0 482.0],[414.0 100000.0 285.0 427.0 313.0 299.0 291.0 500.0 308.0 423.0 284.0 309.0],[353.0 451.0 100000.0 364.0 387.0 459.0 499.0 374.0 323.0 271.0 466.0 380.0],[360.0 406.0 291.0 100000.0 291.0 377.0 464.0 372.0 315.0 339.0 346.0 324.0],[310.0 481.0 282.0 388.0 100000.0 479.0 331.0 324.0 380.0 492.0 480.0 346.0],[448.0 413.0 496.0 266.0 434.0 100000.0 353.0 314.0 298.0 428.0 373.0 381.0],[360.0 454.0 314.0 464.0 496.0 301.0 100000.0 297.0 296.0 293.0 395.0 431.0],[500.0 449.0 387.0 316.0 465.0 398.0 486.0 100000.0 273.0 293.0 357.0 401.0],[310.0 294.0 365.0 295.0 288.0 445.0 496.0 288.0 100000.0 476.0 488.0 329.0],[341.0 398.0 292.0 489.0 390.0 415.0 365.0 499.0 347.0 100000.0 396.0 269.0],[469.0 399.0 396.0 469.0 445.0 374.0 304.0 422.0 349.0 340.0 100000.0 491.0],[380.0 373.0 486.0 324.0 276.0 447.0 299.0 375.0 405.0 495.0 375.0 100000.0]]
[[100000.0 340.0 303.0 322.0 484.0 371.0 310.0 390.0 325.0 274.0 445.0 443.0],[267.0 100000.0 321.0 436.0 286.0 318.0 348.0 433.0 323.0 289.0 421.0 316.0],[473.0 410.0 100000.0 372.0 457.0 371.0 431.0 279.0 261.0 335.0 452.0 460.0],[265.0 474.0 332.0 100000.0 275.0 331.0 264.0 415.0 461.0 341.0 399.0 285.0],[414.0 391.0 312.0 489.0 100000.0 429.0 385.0 314.0 363.0 447.0 414.0 436.0],[454.0 456.0 455.0 293.0 378.0 100000.0 447.0 350.0 463.0 306.0 430.0 378.0],[390.0 422.0 350.0 427.0 468.0 351.0 100000.0 278.0 359.0 270.0 388.0 389.0],[455.0 456.0 472.0 345.0 416.0 430.0 484.0 100000.0 302.0 361.0 450.0 382.0],[305.0 322.0 301.0 264.0 327.0 469.0 333.0 299.0 100000.0 444.0 348.0 376.0],[411.0 324.0 500.0 454.0 306.0 441.0 408.0 454.0 367.0 100000.0 294.0 414.0],[437.0 273.0 461.0 258.0 342.0 348.0 428.0 329.0 260.0 304.0 100000.0 325.0],[277.0 497.0 269.0 495.0 263.0 325.0 279.0 261.0 360.0 355.0 299.0 100000.0]]
[[100000.0 446.0 333.0 369.0 308.0 361.0 448.0 500.0 299.0 416.0 308.0 500.0],[373.0 100000.0 407.0 385.0 289.0 334.0 283.0 270.0 433.0 334.0 471.0 324.0],[258.0 283.0 100000.0 422.0 332.0 458.0 448.0 424.0 315.0 357.0 257.0 409.0],[497.0 368.0 315.0 100000.0 436.0 358.0 366.0 308.0 383.0 460.0 412.0 288.0],[259.0 382.0 349.0 423.0 100000.0 328.0 447.0 344.0 400.0 324.0 435.0 321.0],[288.0 316.0 487.0 429.0 358.0 100000.0 401.0 459.0 362.0 276.0 264.0 291.0],[367.0 373.0 368.0 295.0 308.0 441.0 100000.0 488.0 351.0 453.0 398.0 472.0],[359.0 497.0 448.0 356.0 370.0 496.0 373.0 100000.0 383.0 264.0 453.0 303.0],[363.0 372.0 383.0 257.0 258.0 306.0 427.0 332.0 100000.0 279.0 423.0 440.0],[276.0 465.0 402.0 431.0 326.0 347.0 357.0 452.0 348.0 100000.0 486.0 383.0],[403.0 393.0 406.0 371.0 471.0 308.0 392.0 463.0 373.0 321.0 100000.0 376.0],[486.0 351.0 453.0 330.0 494.0 427.0 281.0 331.0 359.0 372.0 476.0 100000.0]]
[[100000.0 392.0 283.0 496.0 494.0 278.0 337.0 425.0 315.0 384.0 473.0 431.0],[355.0 100000.0 356.0 320.0 495.0 354.0 451.0 264.0 314.0 463.0 488.0 397.0],[322.0 468.0 100000.0 389.0 333.0 407.0 269.0 407.0 293.0 464.0 365.0 346.0],[405.0 487.0 273.0 100000.0 483.0 384.0 394.0 295.0 273.0 283.0 407.0 490.0],[417.0 489.0 423.0 449.0 100000.0 368.0 441.0 374.0 435.0 339.0 281.0 401.0],[410.0 489.0 334.0 444.0 395.0 100000.0 430.0 333.0 370.0 349.0 331.0 442.0],[369.0 347.0 368.0 411.0 409.0 292.0 100000.0 339.0 386.0 291.0 494.0 332.0],[472.0 439.0 476.0 327.0 452.0 257.0 327.0 100000.0 501.0 451.0 499.0 477.0],[356.0 383.0 437.0 401.0 381.0 441.0 308.0 302.0 100000.0 268.0 478.0 348.0],[404.0 312.0 312.0 436.0 473.0 346.0 443.0 396.0 294.0 100000.0 271.0 299.0],[310.0 479.0 476.0 421.0 466.0 286.0 353.0 329.0 282.0 420.0 100000.0 345.0],[375.0 278.0 256.0 437.0 437.0 422.0 445.0 264.0 336.0 415.0 326.0 100000.0]]
[[100000.0 295.0 423.0 485.0 417.0 443.0 494.0 309.0 256.0 322.0 394.0 500.0],[355.0 100000.0 473.0 288.0 347.0 371.0 269.0 306.0 482.0 267.0 479.0 488.0],[382.0 389.0 100000.0 415.0 473.0 347.0 500.0 344.0 403.0 310.0 472.0 301.0],[328.0 460.0 350.0 100000.0 363.0 363.0 365.0 430.0 411.0 356.0 466.0 376.0],[303.0 303.0 416.0 279.0 100000.0 489.0 307.0 318.0 304.0 276.0 476.0 424.0],[296.0 258.0 444.0 444.0 486.0 100000.0 270.0 378.0 445.0 320.0 276.0 403.0],[283.0 484.0 315.0 496.0 331.0 403.0 100000.0 347.0 462.0 323.0 414.0 359.0],[302.0 451.0 305.0 500.0 259.0 474.0 391.0 100000.0 455.0 461.0 263.0 386.0],[433.0 432.0 361.0 372.0 395.0 468.0 473.0 411.0 100000.0 361.0 301.0 345.0],[496.0 436.0 484.0 419.0 470.0 330.0 382.0 496.0 495.0 100000.0 309.0 362.0],[367.0 433.0 356.0 474.0 325.0 447.0 316.0 379.0 415.0 337.0 100000.0 280.0],[488.0 281.0 414.0 304.0 471.0 442.0 262.0 462.0 497.0 273.0 493.0 100000.0]]];

d = [[19.00 28.00 50.00 23.00 35.00 39.00 42.00 29.00],[24.00 39.00 33.00 22.00 36.00 22.00 30.00 26.00],[29.00 46.00 19.00 24.00 45.00 33.00 45.00 18.00],[15.00 21.00 18.00 24.00 25.00 17.00 21.00 31.00],[23.00 39.00 41.00 33.00 22.00 26.00 27.00 24.00],[23.00 46.00 17.00 42.00 41.00 24.00 26.00 34.00],[25.00 39.00 21.00 24.00 54.00 27.00 43.00 41.00],[27.00 36.00 34.00 28.00 30.00 31.00 34.00 60.00],[21.00 21.00 38.00 40.00 31.00 43.00 42.00 32.00],[26.00 45.00 42.00 18.00 33.00 36.00 42.00 26.00],[31.00 20.00 43.00 31.00 43.00 45.00 23.00 23.00],[18.00 26.00 25.00 39.00 26.00 39.00 27.00 32.00],[27.00 26.00 29.00 39.00 41.00 24.00 32.00 49.00],[22.00 33.00 42.00 32.00 23.00 27.00 25.00 33.00],[24.00 48.00 24.00 26.00 33.00 51.00 25.00 37.00],[18.00 29.00 37.00 28.00 44.00 34.00 20.00 35.00],[27.00 48.00 28.00 28.00 22.00 38.00 17.00 48.00],[23.00 18.00 22.00 35.00 34.00 37.00 33.00 44.00],[32.00 24.00 26.00 35.00 44.00 43.00 20.00 35.00],[23.00 35.00 41.00 35.00 34.00 26.00 32.00 36.00],[31.00 42.00 27.00 20.00 32.00 34.00 28.00 48.00],[21.00 21.00 27.00 20.00 29.00 22.00 41.00 31.00],[22.00 25.00 26.00 27.00 36.00 35.00 33.00 30.00],[23.00 39.00 16.00 41.00 41.00 37.00 33.00 27.00],[24.00 25.00 31.00 15.00 22.00 23.00 36.00 18.00]];

I0 = [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0];

c = [[[0.011700 0.008070 0.010590 0.008050 0.010910 0.011590 0.010780 0.008540 0.010320 0.010650 0.010120 0.011890],[0.011350 0.008850 0.008180 0.010330 0.010430 0.011530 0.010910 0.010050 0.010980 0.008450 0.011200 0.011860],[0.010070 0.008090 0.010420 0.009220 0.008560 0.009870 0.010270 0.011140 0.011200 0.010340 0.010750 0.010710],[0.009380 0.009430 0.011850 0.010600 0.009100 0.008960 0.010540 0.010630 0.008880 0.009520 0.010670 0.008450],[0.010140 0.009760 0.009490 0.010530 0.008710 0.010380 0.010350 0.008580 0.010130 0.010740 0.009240 0.010500],[0.009310 0.008390 0.008690 0.008970 0.009180 0.009570 0.010880 0.008870 0.011010 0.008800 0.011320 0.008570],[0.010960 0.009660 0.008890 0.008300 0.011560 0.009010 0.009900 0.008670 0.010600 0.008610 0.009570 0.008450],[0.008260 0.008360 0.008860 0.008820 0.010950 0.009270 0.010020 0.009110 0.008510 0.008330 0.008590 0.009210]]
[[0.011470 0.009240 0.009570 0.011830 0.008900 0.011380 0.009120 0.011560 0.009530 0.008890 0.009760 0.008090],[0.010770 0.010180 0.010360 0.010510 0.010210 0.009870 0.010780 0.009930 0.008300 0.011370 0.008740 0.011510],[0.008700 0.008130 0.008410 0.011050 0.009110 0.009830 0.010510 0.011200 0.009050 0.009440 0.011490 0.010510],[0.011290 0.009470 0.009360 0.008340 0.011540 0.011400 0.011880 0.010850 0.009020 0.010470 0.008660 0.009140],[0.008520 0.011950 0.010880 0.010700 0.010630 0.011030 0.008140 0.011210 0.008690 0.008390 0.010210 0.011970],[0.009180 0.011680 0.011140 0.009910 0.009990 0.010910 0.011480 0.009460 0.009530 0.010010 0.008240 0.011270],[0.008880 0.010580 0.008090 0.011010 0.011950 0.009970 0.009550 0.011340 0.010160 0.009890 0.009740 0.008120],[0.008160 0.009590 0.009330 0.010120 0.009370 0.011750 0.011330 0.009140 0.009920 0.011270 0.011260 0.011940]]
[[0.011530 0.010990 0.010460 0.010860 0.010110 0.010560 0.010090 0.008350 0.010530 0.008440 0.009370 0.008660],[0.008330 0.011400 0.009890 0.011500 0.008930 0.011360 0.009360 0.009190 0.008940 0.011910 0.010700 0.010040],[0.010280 0.008520 0.009800 0.009450 0.011650 0.008620 0.011810 0.011510 0.012000 0.011670 0.011520 0.010490],[0.010630 0.011280 0.011370 0.011220 0.010620 0.011610 0.008820 0.009510 0.010040 0.008090 0.010660 0.011680],[0.011710 0.008650 0.009890 0.010500 0.008130 0.009490 0.010780 0.008420 0.008120 0.009650 0.009780 0.009420],[0.009840 0.010390 0.009840 0.010460 0.010860 0.011550 0.011830 0.009790 0.011820 0.011000 0.008660 0.011130],[0.008400 0.011350 0.009660 0.008880 0.008090 0.008010 0.008990 0.009520 0.010540 0.010670 0.009570 0.010300],[0.008040 0.008440 0.008210 0.010320 0.008690 0.010720 0.009560 0.011180 0.011040 0.009850 0.010520 0.010250]]
[[0.008700 0.009850 0.010720 0.011800 0.009550 0.011130 0.010670 0.010940 0.008250 0.011550 0.009230 0.011720],[0.008630 0.009740 0.010110 0.010300 0.010580 0.010960 0.008790 0.008440 0.010070 0.009520 0.009760 0.008420],[0.010920 0.011920 0.009550 0.010500 0.008970 0.010900 0.011170 0.012000 0.011250 0.010430 0.009640 0.009190],[0.010780 0.011730 0.010230 0.009170 0.011640 0.008700 0.011020 0.008630 0.008910 0.010490 0.011390 0.010930],[0.010100 0.011690 0.010040 0.010410 0.010780 0.008080 0.010330 0.011050 0.010890 0.010070 0.008290 0.008790],[0.008450 0.008070 0.009200 0.008410 0.009340 0.009760 0.008140 0.008270 0.009630 0.011500 0.008300 0.011930],[0.009220 0.011960 0.008630 0.011790 0.009320 0.010110 0.010310 0.011950 0.008510 0.011650 0.009960 0.011320],[0.009840 0.010120 0.008930 0.010130 0.009760 0.010620 0.010440 0.009040 0.009430 0.010490 0.010160 0.011830]]
[[0.010940 0.008950 0.011920 0.008950 0.011340 0.011720 0.009970 0.008980 0.008720 0.011070 0.009760 0.011040],[0.009380 0.011040 0.008490 0.009510 0.010320 0.010250 0.011300 0.011910 0.010020 0.008250 0.008720 0.009240],[0.009860 0.011630 0.010780 0.011910 0.010980 0.009960 0.011740 0.010230 0.009140 0.009720 0.008790 0.008790],[0.008240 0.008330 0.008440 0.009690 0.011020 0.008420 0.008280 0.009840 0.011720 0.010390 0.011670 0.011400],[0.009210 0.011540 0.010950 0.010530 0.009270 0.009730 0.008950 0.011560 0.010610 0.011820 0.010220 0.011650],[0.011300 0.008860 0.011740 0.011200 0.010160 0.010430 0.008710 0.010950 0.011840 0.011890 0.009050 0.011070],[0.010120 0.011010 0.008160 0.009260 0.010100 0.011850 0.009710 0.009020 0.011940 0.008170 0.011910 0.011180],[0.008610 0.008420 0.009040 0.011900 0.008580 0.010480 0.011810 0.008170 0.011720 0.008230 0.008080 0.009970]]
[[0.009330 0.010060 0.011740 0.008230 0.008720 0.011580 0.009250 0.009730 0.009130 0.010490 0.011500 0.008010],[0.009420 0.009770 0.008600 0.009400 0.010420 0.009440 0.011300 0.011460 0.008230 0.008810 0.008500 0.008710],[0.009450 0.011590 0.008700 0.010980 0.008690 0.011700 0.010810 0.009380 0.011120 0.008200 0.008060 0.011060],[0.008630 0.011210 0.010620 0.009940 0.008300 0.011110 0.010510 0.010410 0.009690 0.009120 0.010460 0.011200],[0.009670 0.009260 0.008380 0.010600 0.011400 0.010020 0.010970 0.008040 0.008020 0.011690 0.008180 0.011220],[0.009790 0.009560 0.010110 0.011890 0.009120 0.009090 0.010000 0.011480 0.008430 0.009190 0.010880 0.011570],[0.009010 0.009750 0.011550 0.010420 0.010040 0.009470 0.009530 0.008700 0.011860 0.010180 0.008540 0.009470],[0.008560 0.009800 0.008230 0.011590 0.008250 0.008000 0.011650 0.009650 0.009700 0.010700 0.008280 0.011610]]
[[0.010060 0.009570 0.008000 0.011180 0.008080 0.010600 0.011860 0.010120 0.009760 0.011930 0.011100 0.011620],[0.008730 0.009040 0.008170 0.011820 0.008250 0.011350 0.011280 0.010560 0.009240 0.008510 0.008160 0.008660],[0.011170 0.010330 0.010660 0.008670 0.010270 0.010660 0.011750 0.010250 0.009760 0.011130 0.010630 0.009430],[0.010710 0.011100 0.011510 0.008710 0.010160 0.011780 0.011750 0.011220 0.011160 0.008660 0.008860 0.010080],[0.011250 0.008570 0.010220 0.009970 0.010110 0.009140 0.010800 0.008210 0.010980 0.009130 0.010870 0.008300],[0.008440 0.011570 0.011080 0.009160 0.009200 0.011870 0.008580 0.011180 0.010530 0.009020 0.011920 0.010100],[0.010960 0.008040 0.010210 0.008040 0.009840 0.011810 0.010230 0.008630 0.010400 0.010260 0.009130 0.009430],[0.010980 0.009310 0.008280 0.010780 0.010990 0.011470 0.008070 0.010170 0.008280 0.010220 0.008930 0.009310]]
[[0.010460 0.010510 0.010660 0.010960 0.008910 0.009270 0.011300 0.008650 0.010040 0.008120 0.009360 0.010530],[0.008400 0.008560 0.011020 0.008270 0.008330 0.009450 0.009870 0.008320 0.010750 0.009280 0.008890 0.008570],[0.011640 0.009040 0.008150 0.009560 0.009000 0.009990 0.008110 0.011290 0.008770 0.010410 0.011820 0.008950],[0.010330 0.011410 0.011980 0.010380 0.010390 0.008020 0.010150 0.008780 0.009610 0.011620 0.010080 0.009400],[0.008840 0.011800 0.008470 0.011610 0.011470 0.011890 0.009000 0.009400 0.010470 0.010170 0.011170 0.011350],[0.008920 0.008930 0.011540 0.011330 0.008460 0.011550 0.009130 0.010940 0.010400 0.009620 0.008410 0.008910],[0.008130 0.008370 0.011680 0.010490 0.011350 0.008340 0.010400 0.008050 0.008830 0.011620 0.011040 0.009920],[0.010310 0.010660 0.009150 0.008690 0.010180 0.011800 0.011280 0.010060 0.009490 0.011670 0.010290 0.009260]]
[[0.010990 0.010520 0.009780 0.008370 0.011840 0.008720 0.011180 0.009490 0.008510 0.010430 0.011180 0.008990],[0.010640 0.008670 0.011110 0.011880 0.010310 0.011800 0.009840 0.011470 0.011570 0.009690 0.009970 0.009520],[0.010580 0.011510 0.008760 0.009840 0.011290 0.009490 0.011520 0.008550 0.010970 0.008560 0.011080 0.010270],[0.008520 0.008120 0.011000 0.008990 0.009910 0.008090 0.008010 0.011230 0.011610 0.009200 0.011430 0.008170],[0.008460 0.011910 0.011250 0.010140 0.010660 0.011730 0.008250 0.010580 0.008600 0.011490 0.010040 0.008440],[0.010010 0.008290 0.010530 0.008310 0.008100 0.011510 0.008490 0.011320 0.009400 0.009890 0.010710 0.011920],[0.011820 0.011850 0.011620 0.009800 0.009540 0.009150 0.010740 0.011820 0.011540 0.008080 0.011790 0.009400],[0.010120 0.010150 0.008870 0.010170 0.010300 0.010560 0.011640 0.009260 0.008480 0.008600 0.010760 0.011250]]
[[0.011230 0.009860 0.011550 0.011820 0.010610 0.010700 0.009250 0.010410 0.010850 0.008840 0.009620 0.010890],[0.010800 0.010350 0.008530 0.009380 0.008950 0.009130 0.010060 0.010370 0.011630 0.008930 0.008860 0.010230],[0.010860 0.008170 0.008220 0.009330 0.008650 0.009560 0.011750 0.011720 0.010310 0.010710 0.011980 0.009690],[0.011380 0.009870 0.009710 0.008190 0.008770 0.010830 0.011730 0.010330 0.008900 0.009270 0.008400 0.010990],[0.011230 0.008460 0.010840 0.011770 0.011980 0.010710 0.009350 0.008330 0.010600 0.008390 0.008580 0.011270],[0.011600 0.008950 0.009190 0.011680 0.008450 0.009790 0.011580 0.008470 0.010050 0.009320 0.011310 0.008660],[0.008440 0.010210 0.009810 0.009590 0.008500 0.008980 0.010100 0.010450 0.010040 0.008120 0.009000 0.009980],[0.011090 0.008720 0.011630 0.009660 0.010940 0.011920 0.011620 0.011360 0.009530 0.011160 0.010870 0.008730]]
[[0.009860 0.011440 0.010300 0.009350 0.008110 0.009600 0.009370 0.010800 0.009850 0.011970 0.009820 0.011730],[0.009340 0.011210 0.009490 0.009150 0.010140 0.010760 0.009550 0.010980 0.008010 0.010820 0.009080 0.011030],[0.010460 0.008070 0.010380 0.011480 0.009760 0.011230 0.008710 0.008090 0.011880 0.008650 0.010200 0.011120],[0.010160 0.009910 0.011350 0.009260 0.010140 0.009750 0.011870 0.009470 0.010310 0.008280 0.010560 0.008130],[0.009440 0.011680 0.011610 0.010380 0.008890 0.011530 0.011230 0.008880 0.008830 0.010800 0.008020 0.011160],[0.010740 0.010800 0.010780 0.010600 0.008980 0.011010 0.011490 0.010200 0.011950 0.008030 0.008830 0.010260],[0.011540 0.009810 0.010170 0.009130 0.009440 0.011170 0.009420 0.008050 0.010970 0.010800 0.008440 0.009410],[0.011040 0.011940 0.011730 0.011270 0.010860 0.010670 0.009820 0.011530 0.010040 0.010150 0.009250 0.008740]]
[[0.008730 0.008760 0.008460 0.008640 0.008320 0.008420 0.009530 0.011710 0.009430 0.011040 0.009080 0.010660],[0.011850 0.009450 0.010320 0.009180 0.010890 0.008650 0.011430 0.010930 0.010870 0.011800 0.008330 0.009890],[0.010480 0.010880 0.011210 0.011370 0.008380 0.008170 0.008420 0.010600 0.011880 0.008750 0.009580 0.010120],[0.009250 0.010110 0.009270 0.011080 0.008310 0.008950 0.011080 0.011650 0.009820 0.011340 0.009610 0.011450],[0.010460 0.010400 0.010060 0.011430 0.011940 0.009490 0.010950 0.008050 0.010770 0.011260 0.009710 0.011060],[0.009570 0.010390 0.008720 0.011900 0.008240 0.010450 0.009400 0.011920 0.011860 0.010790 0.008010 0.009520],[0.009800 0.011660 0.008750 0.011290 0.010720 0.011680 0.011800 0.010370 0.008100 0.009830 0.011990 0.009020],[0.008900 0.010000 0.009590 0.008700 0.011890 0.008250 0.008980 0.008620 0.008560 0.008960 0.010690 0.011980]]
[[0.008790 0.009980 0.008620 0.008980 0.008370 0.010770 0.009840 0.011770 0.008640 0.011930 0.008820 0.010430],[0.009070 0.011920 0.009480 0.009100 0.011340 0.009370 0.010950 0.011430 0.011550 0.008940 0.010410 0.010390],[0.011170 0.010910 0.010810 0.011700 0.011430 0.010650 0.011020 0.009820 0.009620 0.008040 0.010050 0.009840],[0.010140 0.008980 0.010970 0.010200 0.008710 0.011160 0.008140 0.011510 0.010510 0.008160 0.011410 0.010430],[0.008820 0.008060 0.010840 0.008030 0.008810 0.008550 0.011680 0.011320 0.011030 0.008950 0.011120 0.009550],[0.011370 0.008870 0.010510 0.012000 0.011950 0.010010 0.010640 0.008670 0.011650 0.010970 0.011720 0.008830],[0.011000 0.011350 0.009690 0.010600 0.011790 0.011110 0.010440 0.008770 0.010320 0.009550 0.009650 0.009790],[0.008720 0.009720 0.011780 0.009300 0.011040 0.008690 0.011930 0.009070 0.008720 0.011640 0.010080 0.008750]]
